chemical.id,endpoint,ids,num.conc,flag,spearman,run.ttest,ttest.pval
67,TCHR,67 TCHR,6,2,0.8451542547285166,False,
67,TOT_MORT,67 TOT_MORT,6,2,0.8827348295047495,False,
67,TRUN,67 TRUN,6,1,,False,
67,TR__,67 TR__,6,2,0.8451542547285166,False,
67,YSE_,67 YSE_,6,2,0.9710083124552245,False,
69,ALL_BUT_MORT,69 ALL_BUT_MORT,6,4,0.6172133998483676,True,0.4676047546093973
69,ANY120,69 ANY120,6,2,0.8533103351879245,False,
69,ANY24,69 ANY24,6,1,-0.33806170189140666,False,
69,AXIS,69 AXIS,6,4,0.6789347398332045,True,0.47662066727284136
69,BRAI,69 BRAI,6,1,,False,
69,BRN_,69 BRN_,6,3,0.6172133998483676,True,0.304558784680535
69,CFIN,69 CFIN,6,2,0.8280786712108251,False,
69,CIRC,69 CIRC,6,1,,False,
69,CRAN,69 CRAN,6,3,0.6172133998483676,True,0.304558784680535
69,DP24,69 DP24,6,4,0.24688535993934707,True,0.7780495489000209
