Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1532,SKIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,TCHR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1535,ANY24,logistic,1.042,NULL,2.644,57.9385,0.0,64.0,4,0,0,0
1535,ANY120,log_logistic,0.687,NULL,0.887,61.557300000000005,0.0,64.0,4,0,0,0
1535,TOT_MORT,log_logistic,1.18,NULL,1.479,61.260200000000005,0.0,64.0,4,0,0,0
1535,ANY_MORT,NULL,NULL,NULL,NULL,35.956300000000006,0.0,64.0,5,NULL,NULL,NULL
1535,BRN_,NULL,NULL,NULL,NULL,0.01152,0.0,0.64,1,NULL,NULL,NULL
1535,CRAN,NULL,NULL,NULL,NULL,0.034705454545454546,0.0,0.64,5,NULL,NULL,NULL
1535,EDEM,NULL,NULL,NULL,NULL,0.023185454545454547,0.0,0.64,5,NULL,NULL,NULL
1535,LTKR,NULL,NULL,NULL,NULL,0.011665454545454547,0.0,0.64,5,NULL,NULL,NULL
1535,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,0.64,1,NULL,NULL,NULL
1535,SKIN,NULL,NULL,NULL,NULL,0.02304,0.0,0.64,1,NULL,NULL,NULL
1535,TCHR,NULL,NULL,NULL,NULL,0.02304,0.0,0.64,1,NULL,NULL,NULL
1540,ANY24,NULL,NULL,NULL,NULL,6.1972000000000005,0.0,64.0,5,NULL,NULL,NULL
1540,ANY120,NULL,NULL,NULL,NULL,7.407,0.0,64.0,5,NULL,NULL,NULL
1540,TOT_MORT,NULL,NULL,NULL,NULL,5.119,0.0,64.0,5,NULL,NULL,NULL
1540,ANY_MORT,NULL,NULL,NULL,NULL,4.1884,0.0,64.0,5,NULL,NULL,NULL
1540,BRN_,NULL,NULL,NULL,NULL,1.2215960591133004,0.0,64.0,1,NULL,NULL,NULL
1540,CRAN,NULL,NULL,NULL,NULL,1.2215960591133004,0.0,64.0,1,NULL,NULL,NULL
1540,EDEM,NULL,NULL,NULL,NULL,1.2215960591133004,0.0,64.0,1,NULL,NULL,NULL
