Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
3351-32-4,CC,,,,,7203.0596,0.0,50.0,0.60148866,Fail - other filter,Not Fit,Fail,Fail,,,3351-32-4 CC
3351-32-4,DCFDA,,,,,10702.9486,0.0,100.0,0.71458007,Fail - correlation score filter,Not Fit,Fail,Fail,,,3351-32-4 DCFDA
3351-32-4,LDH,,,,,15983.6066,0.0,100.0,0.5945122,Fail - other filter,Not Fit,Fail,Fail,,,3351-32-4 LDH
3351-32-4,MMP,,,,,14018.4935,0.0,100.0,0.58397004,Fail - correlation score filter,Not Fit,Fail,Fail,,,3351-32-4 MMP
3674-74-6,CC,,,,,9325.4256,0.0,50.0,0.81679302,Fail - other filter,Not Fit,Fail,Fail,,,3674-74-6 CC
3674-74-6,LDH,,,,,8492.4242,0.0,100.0,0.6672619,Fail - other filter,Not Fit,Fail,Fail,,,3674-74-6 LDH
3674-74-6,MMP,,,,,10325.4706,0.0,100.0,0.60081751,Fail - other filter,Not Fit,Fail,Fail,,,3674-74-6 MMP
3697-24-3,DCFDA,,,,,9113.8291,0.0,100.0,0.88853453,Fail - correlation score filter,Not Fit,Fail,Fail,,,3697-24-3 DCFDA
3697-24-3,LDH,,,,,14895.5224,0.0,100.0,0.22079646,Fail - other filter,Not Fit,Fail,Fail,,,3697-24-3 LDH
4076-40-8,CC,,,,,9303.2518,0.0,50.0,0.69939616,Fail - other filter,Not Fit,Fail,Fail,,,4076-40-8 CC
4076-40-8,DCFDA,,,,,10322.5991,0.0,100.0,0.90618712,Fail - correlation score filter,Not Fit,Fail,Fail,,,4076-40-8 DCFDA
4076-43-1,DCFDA,,,,,10207.598,0.0,100.0,0.92767351,Fail - correlation score filter,Not Fit,Fail,Fail,,,4076-43-1 DCFDA
4076-43-1,LDH,,,,,11804.878,0.0,100.0,0.80666667,Fail - other filter,Not Fit,Fail,Fail,,,4076-43-1 LDH
483-65-8,CC,,,,,21567.2117,0.0,200.0,0.60742691,Fail - other filter,Not Fit,Fail,Fail,,,483-65-8 CC
483-65-8,DCFDA,,,,,42137.0741,0.0,400.0,0.88131089,Fail - other filter,Not Fit,Fail,Fail,,,483-65-8 DCFDA
52689-26-6,CC,,,,,4936.6157,0.0,50.0,0.76705457,Fail - other filter,Not Fit,Fail,Fail,,,52689-26-6 CC
54986-63-9,DCFDA,,,,,9955.8533,0.0,100.0,0.93496245,Fail - correlation score filter,Not Fit,Fail,Fail,,,54986-63-9 DCFDA
54986-63-9,LDH,,,,,12768.2927,0.0,100.0,0.70743243,Fail - other filter,Not Fit,Fail,Fail,,,54986-63-9 LDH
56-55-3,MMP,,,,,40468.3565,0.0,400.0,0.64930031,Fail - correlation score filter,Not Fit,Fail,Fail,,,56-55-3 MMP
57-97-6,CC,,,,,5267.7524,0.0,50.0,0.75171703,Fail - other filter,Not Fit,Fail,Fail,,,57-97-6 CC
