"Project","cas_number","Conc","Link","nGenes"
"HEPG2","120-83-2","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression",55
"HEPG2","120-83-2","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression",74
"HEPG2","120-83-2","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression",231
"HEPG2","120-83-2","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=120-83-2&stat=gene_expression",45
"HEPG2","121-14-2","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression",93
"HEPG2","121-14-2","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression",67
"HEPG2","121-14-2","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression",69
"HEPG2","121-14-2","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression",79
"HEPG2","121-14-2","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression",75
"HEPG2","121-14-2","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-14-2&stat=gene_expression",54
"HEPG2","121-75-5","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression",61
"HEPG2","121-75-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression",121
"HEPG2","121-75-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression",167
"HEPG2","121-75-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression",62
"HEPG2","121-75-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression",69
"HEPG2","121-75-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-75-5&stat=gene_expression",682
"HEPG2","121-79-9","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression",100
"HEPG2","121-79-9","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression",107
"HEPG2","121-79-9","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression",54
"HEPG2","121-79-9","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression",133
"HEPG2","121-79-9","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression",165
"HEPG2","121-79-9","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=121-79-9&stat=gene_expression",83
"HEPG2","122-66-7","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression",81
"HEPG2","122-66-7","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression",47
"HEPG2","122-66-7","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression",59
"HEPG2","122-66-7","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression",41
"HEPG2","122-66-7","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression",54
"HEPG2","122-66-7","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=122-66-7&stat=gene_expression",43
"HEPG2","123-33-1","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression",53
"HEPG2","123-33-1","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression",51
"HEPG2","123-33-1","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression",163
"HEPG2","123-33-1","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression",37
"HEPG2","123-33-1","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression",90
"HEPG2","123-33-1","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=123-33-1&stat=gene_expression",46
"HEPG2","124-64-1","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression",56
"HEPG2","124-64-1","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression",52
"HEPG2","124-64-1","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression",41
"HEPG2","124-64-1","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression",67
"HEPG2","124-64-1","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression",119
"HEPG2","124-64-1","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124-64-1&stat=gene_expression",51
"HEPG2","124495-18-7","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression",46
"HEPG2","124495-18-7","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression",52
"HEPG2","124495-18-7","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression",70
"HEPG2","124495-18-7","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression",59
"HEPG2","124495-18-7","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression",162
"HEPG2","124495-18-7","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=124495-18-7&stat=gene_expression",72
"HEPG2","126-73-8","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression",60
"HEPG2","126-73-8","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression",71
"HEPG2","126-73-8","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression",102
"HEPG2","126-73-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression",45
"HEPG2","126-73-8","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression",79
"HEPG2","126-73-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=126-73-8&stat=gene_expression",54
"HEPG2","131-17-9","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression",39
"HEPG2","131-17-9","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression",69
"HEPG2","131-17-9","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression",32
"HEPG2","131-17-9","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression",71
"HEPG2","131-17-9","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression",54
"HEPG2","131-17-9","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=131-17-9&stat=gene_expression",48
"HEPG2","1330-78-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression",113
"HEPG2","1330-78-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression",992
"HEPG2","1330-78-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression",461
"HEPG2","1330-78-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression",485
"HEPG2","1330-78-5","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression",117
"HEPG2","1330-78-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1330-78-5&stat=gene_expression",59
"HEPG2","134-62-3","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression",83
"HEPG2","134-62-3","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression",65
"HEPG2","134-62-3","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression",76
"HEPG2","134-62-3","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression",76
"HEPG2","134-62-3","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression",108
"HEPG2","134-62-3","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=134-62-3&stat=gene_expression",36
"HEPG2","136-77-6","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression",91
"HEPG2","136-77-6","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression",44
"HEPG2","136-77-6","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression",718
"HEPG2","136-77-6","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression",164
"HEPG2","136-77-6","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression",587
"HEPG2","136-77-6","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=136-77-6&stat=gene_expression",41
"HEPG2","13674-84-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression",41
"HEPG2","13674-84-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression",46
"HEPG2","13674-84-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression",29
"HEPG2","13674-84-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression",50
"HEPG2","13674-84-5","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression",56
"HEPG2","13674-84-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-84-5&stat=gene_expression",82
"HEPG2","13674-87-8","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-87-8&stat=gene_expression",50
"HEPG2","13674-87-8","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-87-8&stat=gene_expression",82
"HEPG2","13674-87-8","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-87-8&stat=gene_expression",56
"HEPG2","13674-87-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-87-8&stat=gene_expression",61
"HEPG2","13674-87-8","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-87-8&stat=gene_expression",64
"HEPG2","13674-87-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=13674-87-8&stat=gene_expression",38
"HEPG2","137-26-8","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression",51
"HEPG2","137-26-8","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression",89
"HEPG2","137-26-8","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression",86
"HEPG2","137-26-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression",128
"HEPG2","137-26-8","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression",614
"HEPG2","137-26-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=137-26-8&stat=gene_expression",59
"HEPG2","140-56-7","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=140-56-7&stat=gene_expression",29
"HEPG2","140-56-7","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=140-56-7&stat=gene_expression",64
"HEPG2","140-56-7","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=140-56-7&stat=gene_expression",96
"HEPG2","140-56-7","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=140-56-7&stat=gene_expression",68
"HEPG2","140-56-7","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=140-56-7&stat=gene_expression",76
"HEPG2","140-56-7","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=140-56-7&stat=gene_expression",67
"HEPG2","143-50-0","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=143-50-0&stat=gene_expression",39
"HEPG2","143-50-0","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=143-50-0&stat=gene_expression",85
"HEPG2","143-50-0","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=143-50-0&stat=gene_expression",112
"HEPG2","143-50-0","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=143-50-0&stat=gene_expression",1452
"HEPG2","143-50-0","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=143-50-0&stat=gene_expression",1550
"HEPG2","143-50-0","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=143-50-0&stat=gene_expression",81
"HEPG2","147-24-0","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=147-24-0&stat=gene_expression",78
"HEPG2","147-24-0","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=147-24-0&stat=gene_expression",44
"HEPG2","147-24-0","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=147-24-0&stat=gene_expression",45
"HEPG2","147-24-0","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=147-24-0&stat=gene_expression",53
"HEPG2","147-24-0","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=147-24-0&stat=gene_expression",62
"HEPG2","147-24-0","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=147-24-0&stat=gene_expression",43
"HEPG2","148-24-3","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression",79
"HEPG2","148-24-3","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression",140
"HEPG2","148-24-3","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression",51
"HEPG2","148-24-3","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression",380
"HEPG2","148-24-3","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression",339
"HEPG2","148-24-3","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-24-3&stat=gene_expression",55
"HEPG2","148-79-8","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression",58
"HEPG2","148-79-8","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression",80
"HEPG2","148-79-8","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression",77
"HEPG2","148-79-8","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression",163
"HEPG2","148-79-8","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression",86
"HEPG2","148-79-8","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=148-79-8&stat=gene_expression",44
"HEPG2","150-68-5","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=150-68-5&stat=gene_expression",54
"HEPG2","150-68-5","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=150-68-5&stat=gene_expression",52
"HEPG2","150-68-5","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=150-68-5&stat=gene_expression",120
"HEPG2","150-68-5","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=150-68-5&stat=gene_expression",219
"HEPG2","150-68-5","40uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=150-68-5&stat=gene_expression",646
"HEPG2","150-68-5","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=150-68-5&stat=gene_expression",116
"HEPG2","1634-78-2","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1634-78-2&stat=gene_expression",63
"HEPG2","1634-78-2","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1634-78-2&stat=gene_expression",45
"HEPG2","1634-78-2","10uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1634-78-2&stat=gene_expression",48
"HEPG2","1634-78-2","2.5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1634-78-2&stat=gene_expression",70
"HEPG2","1634-78-2","20uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1634-78-2&stat=gene_expression",92
"HEPG2","1634-78-2","5uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1634-78-2&stat=gene_expression",62
"HEPG2","1746-01-6","0.00156uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression",151
"HEPG2","1746-01-6","0.00313uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression",192
"HEPG2","1746-01-6","0.00625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression",169
"HEPG2","1746-01-6","0.0125uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression",183
"HEPG2","1746-01-6","0.025uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression",239
"HEPG2","1746-01-6","0.05uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1746-01-6&stat=gene_expression",191
"HEPG2","1934-21-0","0.625uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1934-21-0&stat=gene_expression",57
"HEPG2","1934-21-0","1.25uM","https://montilab.bu.edu/Xposome/?page=HEPG2&tab=chemical_explorer&chemical_id=1934-21-0&stat=gene_expression",95
