SampleNumber,date_sampled,sample_matrix,technology,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,measurement_value,measurement_value_qualifier,measurement_value_unit,measurement_value_molar,measurement_value_molar_unit,water_concentration,water_concentration_qualifier,water_concentration_unit,water_concentration_molar,water_concentration_molar_unit,parentSampleNumber,childSampleNumber
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,218-01-9,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,2381-21-7,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,238-84-6,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,243-17-4,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,2531-84-2,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,27208-37-3,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,3697-24-3,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,483-65-8,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,36.4,NULL,pg/uL,155.333,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,50-32-8,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,53-70-3,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,5385-75-1,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,56-55-3,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,569-41-5,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,571-58-4,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,571-61-9,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,573-98-8,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,575-43-9,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,57-97-6,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,581-42-0,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,1.14J,J,pg/uL,1.14J,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,59919-41-4,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,7.73,NULL,pg/uL,41.9493,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,613-06-9,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,613-12-7,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,2.30J,J,pg/uL,2.30J,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,779-02-2,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,25.8,NULL,pg/uL,134.196,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,781-43-1,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,832-69-9,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,83-32-9,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,85-01-8,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,86-73-7,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,90-12-0,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,1.65,NULL,pg/uL,11.6036,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,91-20-3,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,91-57-6,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A150396,Aug 13 2015 12:00AM,PSD-Water,Fraction,A150396,939-27-5,NULL,RM11E F1,45.536533,-122.67715,RM 11E,Portland Harbor RM 11 E,RM11E,BLOD,J,pg/uL,BLOD,pmol/mL,NULL,NULL,NULL,NULL,nc:error,A140385,NULL
A160139,None,None,None,A160139,117-81-7,FSES Laboratory,RM3.5W F1.2,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,0,,,,,NA,,NA,,,A150260,NA
A160139,None,None,None,A160139,1222-05-5,FSES Laboratory,RM3.5W F1.2,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,NULL,,,,,NA,,NA,,,A150260,NA
A160140,None,None,None,A160140,1222-05-5,FSES Laboratory,RM3.5W F1.3,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,NULL,,,,,NA,,NA,,,A150260,NA
A160141,None,None,None,A160141,1222-05-5,FSES Laboratory,RM3.5W F1.4,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,NULL,,,,,NA,,NA,,,A150260,NA
C02470,None,None,None,,NULL,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,109041-38-5,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,109699-80-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,120-12-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,2.71065,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,120-72-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,129-00-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.84021,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,132-64-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.217293,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,132-65-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.145498,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,1576-67-6,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.0326058,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,17024-19-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,1705-85-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,17117-34-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,189-55-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,189-64-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,191-07-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,191-24-2,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.217987,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,191-30-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,191-30-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,192-97-2,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.13331,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,193-09-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,193-39-5,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.775247,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,20268-51-3,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,203-18-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,205-99-2,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.11409,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,206-44-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.85334,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,207-08-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.174259,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,207-18-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,208-96-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.65044,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,2113-58-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,2498-66-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,260-94-6,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.439598,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,3586-69-4,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,42397-64-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,42397-65-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,4265-25-2,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,479-79-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,483-65-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,486-25-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.0858365,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,50-32-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.482491,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,5410-97-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,5522-43-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,56-55-3,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.60066,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,56-55-3,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.60066,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,581-89-5,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.0758769,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,602-60-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,602-87-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,607-57-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,611-32-5,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,613-12-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1.79113,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,63041-90-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,6639-36-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,75321-20-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,789-07-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,82-05-3,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,83-32-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.183189,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,84030-79-5,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,84-65-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.0947658,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,85-01-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,3.01322,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,85-02-9,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,86-00-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,86-57-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,86-73-7,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.361916,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,86-74-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,1326.97,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,90-12-0,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,91-20-3,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,91-22-5,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,91-57-6,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.260949,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,92-83-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,92-93-3,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,95-15-8,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C02470,None,None,None,,954-46-1,NA,SealCoat_CT-2 C,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,NULL,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,109041-38-5,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,109699-80-1,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.0338017,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,120-12-7,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.695305,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,120-72-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,NULL,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,129-00-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.281747,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,132-64-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.153379,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,132-65-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,1576-67-6,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,17024-19-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.00386815,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,1705-85-7,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,17117-34-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,189-55-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,189-64-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,191-07-1,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,191-24-2,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,191-30-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,191-30-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,192-97-2,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,193-09-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,193-39-5,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,20268-51-3,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,203-18-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,205-99-2,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,206-44-0,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0.258318,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,207-08-9,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,207-18-1,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
C08657,None,None,None,,208-96-8,NA,SealCoat_CT-2 D,NULL,NULL,Gulf Seal No. 253 Henry Company,NA,CT-2,0,,,,,NA,,NA,,,NA,NA
